Entidad,Fecha,Temperatura,Precipitacion,D0,D1,D2,D3,D4,Area_total_afectada_sequias,IEA
Aguascalientes,2002-11-01,18.0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2002-12-01,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2003-01-01,12.74316566429743,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2003-02-01,15.105629539951579,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2003-03-01,16.570585019136143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.482666666666667
Aguascalientes,2003-04-01,19.927090395480228,0.7,0.0,0.0,0.0,0.0,0.0,0.0,
Aguascalientes,2003-05-01,22.27646871945259,10.2,0.0,0.0,0.0,0.0,0.0,0.0,25.0
Aguascalientes,2003-06-01,21.609406114718617,88.3,0.0,0.0,0.0,0.0,0.0,0.0,15.774666666666667
Aguascalientes,2003-07-01,20.201136302921014,178.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2003-08-01,19.40724504487945,112.7,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Aguascalientes,2003-09-01,19.294246376811593,130.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2003-10-01,17.186553375673352,38.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2003-11-01,15.947611111111108,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2003-12-01,11.751068583054014,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Aguascalientes,2004-01-01,12.169339472815775,32.09789724040467,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2004-02-01,12.859431034482757,1.413713750636956,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Aguascalientes,2004-03-01,16.86723033663985,31.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2004-04-01,17.971877394636017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Aguascalientes,2004-05-01,20.47388765294771,46.798591905265425,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2004-06-01,19.715836592785738,216.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2004-07-01,19.19168033533807,128.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2004-08-01,19.158456062555526,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2004-09-01,18.50624073723212,137.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2004-10-01,17.94582213818124,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2004-11-01,14.705305498455052,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2004-12-01,12.121356020697995,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2005-01-01,12.699696127301202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.186333333333334
Aguascalientes,2005-02-01,14.34889918762423,46.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2005-03-01,14.993655183221824,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2005-04-01,19.38421480082789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Aguascalientes,2005-05-01,20.419529594102297,6.5,0.0,0.0,0.0,0.0,0.0,0.0,50.0
Aguascalientes,2005-06-01,22.22254237288136,35.5,97.89,0.0,0.0,0.0,0.0,97.89,99.90366666666667
Aguascalientes,2005-07-01,20.444470046082948,158.7,0.0,0.0,0.0,0.0,0.0,0.0,98.51533333333333
Aguascalientes,2005-08-01,19.210807362857665,166.7,0.0,0.0,0.0,0.0,0.0,0.0,58.189666666666675
Aguascalientes,2005-09-01,18.512237691686842,73.8,0.0,0.0,0.0,0.0,0.0,0.0,6.13
Aguascalientes,2005-10-01,17.60513942044833,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1793333333333336
Aguascalientes,2005-11-01,14.850284658843982,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2005-12-01,13.092126834144326,0.7,100.0,0.0,0.0,0.0,0.0,100.0,50.79366666666667
Aguascalientes,2006-01-01,13.128921589126254,4.8,100.0,0.0,0.0,0.0,0.0,100.0,80.86166666666666
Aguascalientes,2006-02-01,16.002563909774437,0.5,0.0,100.0,0.0,0.0,0.0,100.0,75.49033333333334
Aguascalientes,2006-03-01,17.7070760342334,0.1,0.0,1.2,98.8,0.0,0.0,100.0,36.45766666666667
Aguascalientes,2006-04-01,21.079465214761044,0.7,0.0,0.0,100.0,0.0,0.0,100.0,
Aguascalientes,2006-05-01,21.39530093082549,39.9,44.64,51.95,3.41,0.0,0.0,100.0,25.0
Aguascalientes,2006-06-01,21.67219002967188,50.0,0.0,47.09,52.91,0.0,0.0,100.0,85.14133333333332
Aguascalientes,2006-07-01,20.90167515563101,147.1,99.98,0.02,0.0,0.0,0.0,100.0,85.249
Aguascalientes,2006-08-01,19.91681659868818,158.3,0.0,0.0,0.0,0.0,0.0,0.0,38.17066666666667
Aguascalientes,2006-09-01,19.354036045886833,129.7,0.0,0.0,0.0,0.0,0.0,0.0,0.14366666666666666
Aguascalientes,2006-10-01,18.103344503023266,85.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2006-11-01,14.605509670645446,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2006-12-01,12.512916859597674,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2007-01-01,13.32024144462539,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2007-02-01,13.65418782561982,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2007-03-01,17.2006562745412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2007-04-01,18.649189259001744,1.3,53.25,40.23,0.0,0.0,0.0,93.48,
Aguascalientes,2007-05-01,21.169937735307972,9.3,98.88,0.0,0.0,0.0,0.0,98.88,50.0
Aguascalientes,2007-06-01,21.556774102183354,247.5,0.0,0.0,0.0,0.0,0.0,0.0,36.17133333333334
Aguascalientes,2007-07-01,20.02855701433619,161.7,0.0,0.0,0.0,0.0,0.0,0.0,15.517000000000001
Aguascalientes,2007-08-01,19.96195515648434,57.6,0.0,0.0,0.0,0.0,0.0,0.0,12.069
Aguascalientes,2007-09-01,19.604976536921818,56.6,77.66,13.73,0.0,0.0,0.0,91.39,8.333333333333334
Aguascalientes,2007-10-01,18.463425588127638,11.5,22.93,0.15,0.0,0.0,0.0,23.069999999999993,12.277000000000001
Aguascalientes,2007-11-01,14.909140984290493,2.9219570378401074,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Aguascalientes,2007-12-01,14.165395885532721,0.4,0.0,0.0,0.0,0.0,0.0,0.0,42.06333333333333
Aguascalientes,2008-01-01,13.068133736637515,0.0,43.8,35.15,0.0,0.0,0.0,78.95,20.56266666666667
Aguascalientes,2008-02-01,15.009414131747798,3.1,26.8,0.0,0.0,0.0,0.0,26.799999999999997,17.647000000000002
Aguascalientes,2008-03-01,15.526902872286984,0.0,11.22,88.78,0.0,0.0,0.0,100.0,11.807666666666668
Aguascalientes,2008-04-01,19.617076357699773,13.2,11.22,88.78,0.0,0.0,0.0,100.0,
Aguascalientes,2008-05-01,21.296342076844404,19.6,9.55,90.45,0.0,0.0,0.0,100.0,0.0
Aguascalientes,2008-06-01,22.52058997540901,72.2,7.0,93.0,0.0,0.0,0.0,100.0,41.28766666666667
Aguascalientes,2008-07-01,19.130408567572122,201.0,0.0,0.0,0.0,0.0,0.0,0.0,11.207
Aguascalientes,2008-08-01,19.976750064567018,262.7,0.0,0.0,0.0,0.0,0.0,0.0,0.47900000000000004
Aguascalientes,2008-09-01,19.056906790500893,78.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2008-10-01,17.19295071666144,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2008-11-01,13.984624683731024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2008-12-01,12.864900478116509,0.2,0.0,0.0,0.0,0.0,0.0,0.0,15.079333333333333
Aguascalientes,2009-01-01,13.7103591783043,0.8,0.0,0.0,0.0,0.0,0.0,0.0,33.06166666666667
Aguascalientes,2009-02-01,15.06751839534734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.118
Aguascalientes,2009-03-01,17.28511921670524,0.8,0.0,0.0,0.0,0.0,0.0,0.0,33.288000000000004
Aguascalientes,2009-04-01,19.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,
Aguascalientes,2009-05-01,21.704016752641564,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2009-06-01,22.435956102863994,86.0,0.0,0.0,0.0,0.0,0.0,0.0,32.951
Aguascalientes,2009-07-01,20.27796388976606,47.8,92.52,0.0,0.0,0.0,0.0,92.52,28.879333333333335
Aguascalientes,2009-08-01,21.526973849200978,95.5,27.71,63.28,0.0,0.0,0.0,90.99,56.13
Aguascalientes,2009-09-01,20.39673215378786,98.1,29.12,55.41,0.0,0.0,0.0,84.53,28.879333333333335
Aguascalientes,2009-10-01,19.065847861776856,51.1,28.05,54.71,0.0,0.0,0.0,82.76,15.610666666666667
Aguascalientes,2009-11-01,14.812462826901422,13.5,28.5,53.1,0.0,0.0,0.0,81.6,0.0
Aguascalientes,2009-12-01,13.226943372660308,6.3,8.32,0.0,0.0,0.0,0.0,8.319999999999993,0.0
Aguascalientes,2010-01-01,11.387319603802474,32.7,11.09,0.0,0.0,0.0,0.0,11.090000000000003,1.0753333333333335
Aguascalientes,2010-02-01,12.223941335913869,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2010-03-01,15.289258119546739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2010-04-01,18.346870555076492,0.6,0.0,0.0,0.0,0.0,0.0,0.0,
Aguascalientes,2010-05-01,21.43423907773116,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2010-06-01,22.38357246874274,56.4,0.0,0.0,0.0,0.0,0.0,0.0,24.739
Aguascalientes,2010-07-01,19.88370614276373,138.7,0.0,0.0,0.0,0.0,0.0,0.0,1.1493333333333335
Aguascalientes,2010-08-01,20.570390091130008,70.6,0.0,0.0,0.0,0.0,0.0,0.0,0.19166666666666665
Aguascalientes,2010-09-01,20.820016462894472,77.6,0.0,0.0,0.0,0.0,0.0,0.0,0.04800000000000001
Aguascalientes,2010-10-01,17.512791549907178,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2010-11-01,14.97007254584485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2010-12-01,12.749429187328497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.762
Aguascalientes,2011-01-01,12.753197565990304,0.5,0.0,0.0,0.0,0.0,0.0,0.0,10.945999999999998
Aguascalientes,2011-02-01,15.170459835162411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.862666666666667
Aguascalientes,2011-03-01,17.884081067270106,0.0,65.49,34.51,0.0,0.0,0.0,100.0,4.319333333333334
Aguascalientes,2011-04-01,20.499346745776144,0.4,0.0,0.0,100.0,0.0,0.0,100.0,
Aguascalientes,2011-05-01,22.446428000983044,0.5,0.0,0.0,100.0,0.0,0.0,100.0,100.0
Aguascalientes,2011-06-01,21.96474169725308,48.1,0.0,0.0,100.0,0.0,0.0,100.0,72.11866666666667
Aguascalientes,2011-07-01,21.283122630975768,32.4,0.0,0.0,0.0,100.0,0.0,100.0,68.391
Aguascalientes,2011-08-01,20.827933920789782,58.6,0.0,0.0,100.0,0.0,0.0,100.0,73.46733333333333
Aguascalientes,2011-09-01,19.354658131387545,90.6,0.0,0.0,33.06,66.94,0.0,100.0,70.929
Aguascalientes,2011-10-01,17.304653119601845,25.6,0.0,0.0,4.8,95.2,0.0,100.0,76.68933333333332
Aguascalientes,2011-11-01,15.226234286714837,1.1,0.0,0.0,0.0,54.63,45.37,100.0,100.0
Aguascalientes,2011-12-01,14.078275981896105,0.0,0.0,0.0,0.0,72.86,27.14,100.0,2.381
Aguascalientes,2012-01-01,12.9,11.1,0.0,0.0,22.55,77.45,0.0,100.0,5.6000000000000005
Aguascalientes,2012-02-01,14.0,51.9,18.78,81.22,0.0,0.0,0.0,100.0,0.9803333333333334
Aguascalientes,2012-03-01,17.7,1.1,7.45,80.33,12.22,0.0,0.0,100.0,0.0
Aguascalientes,2012-04-01,18.5,0.0,7.06,92.94,0.0,0.0,0.0,100.0,
Aguascalientes,2012-05-01,21.5,5.4,100.0,0.0,0.0,0.0,0.0,100.0,75.0
Aguascalientes,2012-06-01,21.6,60.0,100.0,0.0,0.0,0.0,0.0,100.0,38.406666666666666
Aguascalientes,2012-07-01,19.7,144.5,49.88,0.0,0.0,0.0,0.0,49.88,24.47333333333333
Aguascalientes,2012-08-01,20.0,89.4,0.0,0.0,0.0,0.0,0.0,0.0,21.982666666666663
Aguascalientes,2012-09-01,19.0,64.6,0.0,0.0,0.0,0.0,0.0,0.0,11.063333333333333
Aguascalientes,2012-10-01,18.6,6.4,0.0,0.0,0.0,0.0,0.0,0.0,4.627666666666667
Aguascalientes,2012-11-01,15.8,4.2,0.8,0.0,0.0,0.0,0.0,0.7999999999999972,0.0
Aguascalientes,2012-12-01,14.35,9.09,0.8,0.0,0.0,0.0,0.0,0.7999999999999972,4.762
Aguascalientes,2013-01-01,13.38786895833334,51.64,0.0,0.0,0.0,0.0,0.0,0.0,2.0556666666666668
Aguascalientes,2013-02-01,15.640671999682416,0.03,0.0,0.0,0.0,0.0,0.0,0.0,2.9410000000000003
Aguascalientes,2013-03-01,15.8,0.38,0.0,0.0,0.0,0.0,0.0,0.0,1.01
Aguascalientes,2013-04-01,19.4,0.19,0.0,0.0,0.0,0.0,0.0,0.0,
Aguascalientes,2013-05-01,21.5,18.9,100.0,0.0,0.0,0.0,0.0,100.0,0.0
Aguascalientes,2013-06-01,22.8,75.4,57.16,0.0,0.0,0.0,0.0,57.16,41.23766666666666
Aguascalientes,2013-07-01,20.4,205.7,0.0,0.0,0.0,0.0,0.0,0.0,4.693666666666666
Aguascalientes,2013-08-01,20.7,80.1,0.0,0.0,0.0,0.0,0.0,0.0,2.395
Aguascalientes,2013-09-01,20.1,154.3,0.0,0.0,0.0,0.0,0.0,0.0,1.5326666666666666
Aguascalientes,2013-10-01,18.6,45.3,0.0,0.0,0.0,0.0,0.0,0.0,0.145
Aguascalientes,2013-11-01,16.1,35.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2013-12-01,13.4,89.3,0.0,0.0,0.0,0.0,0.0,0.0,30.158666666666665
Aguascalientes,2014-01-01,12.4,5.759999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2014-02-01,15.4,0.26,0.0,0.0,0.0,0.0,0.0,0.0,4.901666666666667
Aguascalientes,2014-03-01,17.5,2.24,20.87,0.0,0.0,0.0,0.0,20.870000000000005,3.1696666666666666
Aguascalientes,2014-04-01,20.2,0.37,88.95,9.3,0.0,0.0,0.0,98.25,
Aguascalientes,2014-05-01,20.8,56.019999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2014-06-01,21.9,119.64,0.0,0.0,0.0,0.0,0.0,0.0,0.8510000000000001
Aguascalientes,2014-07-01,20.1,103.65999999999998,0.6,0.0,0.0,0.0,0.0,0.5999999999999943,0.3833333333333333
Aguascalientes,2014-08-01,19.9,92.0,2.61,0.0,0.0,0.0,0.0,2.6099999999999994,0.6703333333333333
Aguascalientes,2014-09-01,19.5,93.33000000000003,0.44,0.0,0.0,0.0,0.0,0.4399999999999977,0.0
Aguascalientes,2014-10-01,19.3,33.510000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.13433333333333333
Aguascalientes,2014-11-01,14.4,22.200000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2014-12-01,13.7,5.669999999999999,0.0,0.0,0.0,0.0,0.0,0.0,4.762
Aguascalientes,2015-01-01,13.9,7.049999999999999,0.0,0.0,0.0,0.0,0.0,0.0,5.346
Aguascalientes,2015-02-01,14.5,32.69999999999999,0.0,0.0,0.0,0.0,0.0,0.0,8.824
Aguascalientes,2015-03-01,15.3,90.84000000000002,0.0,0.0,0.0,0.0,0.0,0.0,5.468666666666667
Aguascalientes,2015-04-01,20.0,8.389999999999999,0.0,0.0,0.0,0.0,0.0,0.0,
Aguascalientes,2015-05-01,20.4,31.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2015-06-01,20.7,202.82999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.36166666666666664
Aguascalientes,2015-07-01,19.5,147.97999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2015-08-01,19.7,93.2,0.0,0.0,0.0,0.0,0.0,0.0,0.19166666666666665
Aguascalientes,2015-09-01,19.6,83.40000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.383
Aguascalientes,2015-10-01,18.1,106.64000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.231
Aguascalientes,2015-11-01,17.1,8.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2015-12-01,13.6,23.710000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2016-01-01,12.1,4.419999999999999,0.0,0.0,0.0,0.0,0.0,0.0,3.036
Aguascalientes,2016-02-01,15.0,9.57,0.0,0.0,0.0,0.0,0.0,0.0,5.882000000000001
Aguascalientes,2016-03-01,17.0,12.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,3.1696666666666666
Aguascalientes,2016-04-01,19.8,1.7200000000000002,0.0,0.0,0.0,0.0,0.0,0.0,
Aguascalientes,2016-05-01,23.3,6.329999999999999,3.66,0.0,0.0,0.0,0.0,3.6599999999999966,0.0
Aguascalientes,2016-06-01,21.9,70.97999999999999,26.87,0.0,0.0,0.0,0.0,26.870000000000005,24.91166666666666
Aguascalientes,2016-07-01,21.0,172.67000000000002,55.73,0.0,0.0,0.0,0.0,55.73,13.409999999999998
Aguascalientes,2016-08-01,20.6,193.59,0.0,0.0,0.0,0.0,0.0,0.0,7.519333333333333
Aguascalientes,2016-09-01,20.2,62.04,0.0,0.0,0.0,0.0,0.0,0.0,0.47866666666666663
Aguascalientes,2016-10-01,19.8,8.729999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.13433333333333333
Aguascalientes,2016-11-01,15.9,30.060000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2016-12-01,15.1,2.06,0.0,0.0,0.0,0.0,0.0,0.0,7.143000000000001
Aguascalientes,2017-01-01,13.8,0.44,0.0,0.0,0.0,0.0,0.0,0.0,26.067666666666668
Aguascalientes,2017-02-01,14.7,2.0999999999999996,53.73,0.0,0.0,0.0,0.0,53.73,27.450999999999997
Aguascalientes,2017-03-01,17.9,6.659999999999999,37.24,0.0,0.0,0.0,0.0,37.24,14.977333333333334
Aguascalientes,2017-04-01,18.8,0.38,57.99,0.0,0.0,0.0,0.0,57.99,
Aguascalientes,2017-05-01,21.8,4.19,26.58,73.42,0.0,0.0,0.0,100.0,25.0
Aguascalientes,2017-06-01,23.5,43.5,16.67,52.65,30.68,0.0,0.0,100.0,36.80866666666667
Aguascalientes,2017-07-01,20.3,169.26,31.22,56.45,0.0,0.0,0.0,87.67,18.295
Aguascalientes,2017-08-01,21.3,143.82999999999998,5.49,0.0,0.0,0.0,0.0,5.489999999999995,5.124666666666666
Aguascalientes,2017-09-01,20.0,159.54000000000002,0.0,0.0,0.0,0.0,0.0,0.0,1.9636666666666667
Aguascalientes,2017-10-01,17.8,21.790000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.231
Aguascalientes,2017-11-01,16.3,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2017-12-01,13.5,27.6,0.0,0.0,0.0,0.0,0.0,0.0,7.143000000000001
Aguascalientes,2018-01-01,13.0,35.449999999999996,0.0,0.0,0.0,0.0,0.0,0.0,13.668999999999999
Aguascalientes,2018-02-01,16.7,28.570000000000004,0.0,0.0,0.0,0.0,0.0,0.0,3.002333333333334
Aguascalientes,2018-03-01,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01
Aguascalientes,2018-04-01,19.9,10.64,0.0,0.0,0.0,0.0,0.0,0.0,
Aguascalientes,2018-05-01,21.9,44.699999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2018-06-01,21.3,226.18,0.0,0.0,0.0,0.0,0.0,0.0,22.597666666666665
Aguascalientes,2018-07-01,20.5,77.71999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.7446666666666667
Aguascalientes,2018-08-01,20.4,97.28999999999999,0.0,0.0,0.0,0.0,0.0,0.0,3.959666666666667
Aguascalientes,2018-09-01,19.9,123.09000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.9660000000000001
Aguascalientes,2018-10-01,18.5,83.31,0.0,0.0,0.0,0.0,0.0,0.0,0.5586666666666668
Aguascalientes,2018-11-01,14.7,40.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2018-12-01,12.7,1.2,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668
Aguascalientes,2019-01-01,14.0,11.290000000000001,0.0,0.0,0.0,0.0,0.0,0.0,37.580333333333336
Aguascalientes,2019-02-01,16.9,0.03,0.0,0.0,0.0,0.0,0.0,0.0,49.01933333333333
Aguascalientes,2019-03-01,19.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,39.93033333333333
Aguascalientes,2019-04-01,19.6,0.04,88.83,0.0,0.0,0.0,0.0,88.83,
Aguascalientes,2019-05-01,22.3,2.5199999999999996,74.16,24.25,0.0,0.0,0.0,98.4,
Aguascalientes,2019-06-01,23.2,45.709999999999994,75.57,24.43,0.0,0.0,0.0,100.0,19.889
Aguascalientes,2019-07-01,21.4,101.3,44.83,55.17,0.0,0.0,0.0,100.0,10.302
Aguascalientes,2019-08-01,20.9,123.4,85.24,4.88,0.0,0.0,0.0,90.12,13.038333333333332
Aguascalientes,2019-09-01,19.5,78.1,54.83,12.86,0.0,0.0,0.0,67.7,8.857000000000001
Aguascalientes,2019-10-01,18.6,40.5,21.77,6.13,0.0,0.0,0.0,27.909999999999997,10.573
Aguascalientes,2019-11-01,16.7,33.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2019-12-01,13.8,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aguascalientes,2020-01-01,13.0,38.5,0.0,0.0,0.0,0.0,0.0,0.0,16.444999999999997
Aguascalientes,2020-02-01,15.0,28.4,0.0,0.0,0.0,0.0,0.0,0.0,18.627333333333336
Aguascalientes,2020-03-01,19.3,1.5,0.0,0.0,0.0,0.0,0.0,0.0,12.626333333333335
Aguascalientes,2020-04-01,20.5,4.6,0.0,0.0,0.0,0.0,0.0,0.0,
Aguascalientes,2020-05-01,20.7,17.3,0.0,0.0,0.0,0.0,0.0,0.0,25.0
Aguascalientes,2020-06-01,22.1,72.6,22.82,0.0,0.0,0.0,0.0,22.819999999999993,8.536666666666667
Aguascalientes,2020-07-01,20.8,162.8,0.0,0.0,0.0,0.0,0.0,0.0,3.218
Aguascalientes,2020-08-01,20.0,77.3,2.72,0.0,0.0,0.0,0.0,2.719999999999999,3.036
Aguascalientes,2020-09-01,19.0,81.9,3.17,0.0,0.0,0.0,0.0,3.1700000000000017,3.6759999999999997
Aguascalientes,2020-10-01,17.6,4.5,75.62,0.0,0.0,0.0,0.0,75.62,4.275
Aguascalientes,2020-11-01,15.8,0.0,66.65,33.35,0.0,0.0,0.0,100.0,0.0
Aguascalientes,2020-12-01,13.5,8.9,25.18,74.82,0.0,0.0,0.0,100.0,32.53966666666667
Aguascalientes,2021-01-01,12.9,6.2,44.21,55.79,0.0,0.0,0.0,100.0,31.75433333333333
Aguascalientes,2021-02-01,14.9,0.0,43.61,56.39,0.0,0.0,0.0,100.0,53.92166666666666
Aguascalientes,2021-03-01,17.9,0.0,0.0,75.85,24.15,0.0,0.0,100.0,38.92033333333333
Aguascalientes,2021-04-01,19.4,1.9,0.0,51.55,48.45,0.0,0.0,100.0,
Aguascalientes,2021-05-01,20.5,22.7,0.0,73.87,26.13,0.0,0.0,100.0,50.0
Aguascalientes,2021-06-01,19.8,124.1,37.64,3.54,0.0,0.0,0.0,41.18,5.194999999999999
Baja California,2002-11-01,17.544428852657926,10.5,7.99,11.04,39.09,31.06,0.0,89.2,60.63566666666667
Baja California,2002-12-01,13.175323794667854,34.3,9.55,15.57,22.67,31.06,0.0,78.85,45.303333333333335
Baja California,2003-01-01,14.011498664157656,2.1,9.55,15.11,22.31,31.89,0.0,78.85,34.394
Baja California,2003-02-01,12.165395355673136,14.3,14.52,15.29,27.15,19.08,0.0,76.03,13.959666666666665
Baja California,2003-03-01,14.809582111436953,1.5,12.22,32.18,21.16,0.0,0.0,65.56,4.893
Baja California,2003-04-01,14.080459770114942,0.2,13.79,30.93,20.07,0.0,0.0,64.78999999999999,3.424666666666667
Baja California,2003-05-01,17.82078352020351,0.0,15.7,37.12,11.54,0.0,0.0,64.36,7.133
Baja California,2003-06-01,20.661724137931035,0.0,14.71,37.12,11.54,0.0,0.0,63.37,0.0
Baja California,2003-07-01,25.09156354282536,18.5,14.71,37.67,10.99,0.0,0.0,63.37,0.0
Baja California,2003-08-01,26.113979112594237,161.5,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Baja California,2003-09-01,24.597361339171684,122.6,24.3,0.05,0.0,0.0,0.0,24.349999999999994,16.060666666666666
Baja California,2003-10-01,19.60826612903226,7.6,41.26,0.08,0.0,0.0,0.0,41.34,37.846333333333334
Baja California,2003-11-01,14.811749680715195,1.6,39.32,1.03,0.0,0.0,0.0,40.34,29.75333333333333
Baja California,2003-12-01,11.78986903437682,1.9,0.0,0.0,0.0,0.0,0.0,100.0,21.509
Baja California,2004-01-01,12.542569659,10.239099787268477,99.45,0.04,0.0,0.0,0.0,99.49,47.08733333333333
Baja California,2004-02-01,12.638181819500002,82.28142309065183,0.0,0.0,0.0,0.0,0.0,100.0,25.879666666666665
Baja California,2004-03-01,18.790030215,12.9,73.86,2.01,0.0,0.0,0.0,75.87,29.955333333333332
Baja California,2004-04-01,18.505311355,5.4,35.29,27.07,0.0,0.0,0.0,62.36,22.974
Baja California,2004-05-01,21.993939395,0.0,33.85,27.78,0.0,0.0,0.0,61.63,40.279999999999994
Baja California,2004-06-01,23.349609375,0.0,31.84,29.91,0.0,0.0,0.0,61.75,48.48499999999999
Baja California,2004-07-01,27.312304689999998,0.0,26.96,31.09,0.0,0.0,0.0,58.05,45.833333333333336
Baja California,2004-08-01,26.680163935,1.4,55.85,30.95,12.2,0.0,0.0,99.0,33.611
Baja California,2004-09-01,25.72284345,0.0,23.63,20.17,9.27,0.0,0.0,53.06,32.42433333333333
Baja California,2004-10-01,19.515797550000002,147.9,30.88,6.22,6.85,0.0,0.0,43.96,17.875
Baja California,2004-11-01,14.084113712,16.7,29.92,7.93,3.91,0.0,0.0,41.75,15.279333333333334
Baja California,2004-12-01,12.936068702290079,80.7,28.29,6.27,4.18,0.0,0.0,38.74,8.994333333333332
