,__type,ReleaseID,Date,FileDate,D0,D1,D2,D3,D4,None,Entidad
39,DroughtMonitorSite.code.NadmData,186,2018-04-30,20180430,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
40,DroughtMonitorSite.code.NadmData,185,2018-03-31,20180331,27.97,0.0,0.0,0.0,0.0,72.03,Ciudad De Mexico
41,DroughtMonitorSite.code.NadmData,184,2018-02-28,20180228,24.31,0.0,0.0,0.0,0.0,75.69,Ciudad De Mexico
42,DroughtMonitorSite.code.NadmData,183,2018-01-31,20180131,31.4,0.0,0.0,0.0,0.0,68.6,Ciudad De Mexico
43,DroughtMonitorSite.code.NadmData,182,2017-12-31,20171231,7.2,0.0,0.0,0.0,0.0,92.8,Ciudad De Mexico
44,DroughtMonitorSite.code.NadmData,181,2017-11-30,20171130,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
45,DroughtMonitorSite.code.NadmData,180,2017-10-31,20171031,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
46,DroughtMonitorSite.code.NadmData,179,2017-09-30,20170930,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
47,DroughtMonitorSite.code.NadmData,178,2017-08-31,20170831,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
48,DroughtMonitorSite.code.NadmData,177,2017-07-31,20170731,34.94,0.0,0.0,0.0,0.0,65.06,Ciudad De Mexico
49,DroughtMonitorSite.code.NadmData,176,2017-06-30,20170630,35.12,0.0,0.0,0.0,0.0,64.88,Ciudad De Mexico
50,DroughtMonitorSite.code.NadmData,175,2017-05-31,20170531,18.62,0.0,0.0,0.0,0.0,81.38,Ciudad De Mexico
51,DroughtMonitorSite.code.NadmData,174,2017-04-30,20170430,36.97,0.0,0.0,0.0,0.0,63.03,Ciudad De Mexico
52,DroughtMonitorSite.code.NadmData,173,2017-03-31,20170331,33.56,10.62,0.0,0.0,0.0,55.82,Ciudad De Mexico
53,DroughtMonitorSite.code.NadmData,172,2017-02-28,20170228,32.43,11.66,0.0,0.0,0.0,55.9,Ciudad De Mexico
54,DroughtMonitorSite.code.NadmData,171,2017-01-31,20170131,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
55,DroughtMonitorSite.code.NadmData,170,2016-12-31,20161231,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
56,DroughtMonitorSite.code.NadmData,169,2016-11-30,20161130,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
57,DroughtMonitorSite.code.NadmData,168,2016-10-31,20161031,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
58,DroughtMonitorSite.code.NadmData,167,2016-09-30,20160930,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
59,DroughtMonitorSite.code.NadmData,166,2016-08-31,20160831,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
60,DroughtMonitorSite.code.NadmData,165,2016-07-31,20160731,55.16,5.59,0.0,0.0,0.0,39.24,Ciudad De Mexico
61,DroughtMonitorSite.code.NadmData,164,2016-06-30,20160630,44.81,0.0,0.0,0.0,0.0,55.19,Ciudad De Mexico
62,DroughtMonitorSite.code.NadmData,163,2016-05-31,20160531,46.65,0.0,0.0,0.0,0.0,53.35,Ciudad De Mexico
63,DroughtMonitorSite.code.NadmData,162,2016-04-30,20160430,46.65,0.0,0.0,0.0,0.0,53.35,Ciudad De Mexico
64,DroughtMonitorSite.code.NadmData,161,2016-03-31,20160331,41.74,38.32,0.0,0.0,0.0,19.95,Ciudad De Mexico
65,DroughtMonitorSite.code.NadmData,160,2016-02-29,20160229,97.34,0.0,0.0,0.0,0.0,2.66,Ciudad De Mexico
66,DroughtMonitorSite.code.NadmData,159,2016-01-31,20160131,92.95,0.0,0.0,0.0,0.0,7.05,Ciudad De Mexico
67,DroughtMonitorSite.code.NadmData,158,2015-12-31,20151231,99.43,0.0,0.0,0.0,0.0,0.57,Ciudad De Mexico
68,DroughtMonitorSite.code.NadmData,157,2015-11-30,20151130,37.44,0.0,0.0,0.0,0.0,62.56,Ciudad De Mexico
69,DroughtMonitorSite.code.NadmData,156,2015-10-31,20151031,37.3,0.0,0.0,0.0,0.0,62.7,Ciudad De Mexico
70,DroughtMonitorSite.code.NadmData,155,2015-09-30,20150930,37.03,0.0,0.0,0.0,0.0,62.97,Ciudad De Mexico
71,DroughtMonitorSite.code.NadmData,154,2015-08-31,20150831,41.53,0.0,0.0,0.0,0.0,58.47,Ciudad De Mexico
72,DroughtMonitorSite.code.NadmData,153,2015-07-31,20150731,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
73,DroughtMonitorSite.code.NadmData,152,2015-06-30,20150630,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
74,DroughtMonitorSite.code.NadmData,151,2015-05-31,20150531,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
75,DroughtMonitorSite.code.NadmData,150,2015-04-30,20150430,14.71,0.0,0.0,0.0,0.0,85.29,Ciudad De Mexico
76,DroughtMonitorSite.code.NadmData,149,2015-03-31,20150331,14.71,0.0,0.0,0.0,0.0,85.29,Ciudad De Mexico
77,DroughtMonitorSite.code.NadmData,148,2015-02-28,20150228,14.83,0.0,0.0,0.0,0.0,85.17,Ciudad De Mexico
78,DroughtMonitorSite.code.NadmData,147,2015-01-31,20150131,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
79,DroughtMonitorSite.code.NadmData,146,2014-12-31,20141231,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
80,DroughtMonitorSite.code.NadmData,145,2014-11-30,20141130,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
81,DroughtMonitorSite.code.NadmData,144,2014-10-31,20141031,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
82,DroughtMonitorSite.code.NadmData,143,2014-09-30,20140930,27.37,0.0,0.0,0.0,0.0,72.63,Ciudad De Mexico
83,DroughtMonitorSite.code.NadmData,142,2014-08-31,20140831,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
84,DroughtMonitorSite.code.NadmData,141,2014-07-31,20140731,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
85,DroughtMonitorSite.code.NadmData,140,2014-06-30,20140630,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
86,DroughtMonitorSite.code.NadmData,139,2014-05-31,20140531,39.73,0.0,0.0,0.0,0.0,60.27,Ciudad De Mexico
87,DroughtMonitorSite.code.NadmData,138,2014-04-30,20140430,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
88,DroughtMonitorSite.code.NadmData,137,2014-03-31,20140331,2.13,0.0,0.0,0.0,0.0,97.87,Ciudad De Mexico
89,DroughtMonitorSite.code.NadmData,136,2014-02-28,20140228,12.81,0.0,0.0,0.0,0.0,87.19,Ciudad De Mexico
90,DroughtMonitorSite.code.NadmData,135,2014-01-31,20140131,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
91,DroughtMonitorSite.code.NadmData,134,2013-12-31,20131231,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
92,DroughtMonitorSite.code.NadmData,133,2013-11-30,20131130,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
93,DroughtMonitorSite.code.NadmData,132,2013-10-31,20131031,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
94,DroughtMonitorSite.code.NadmData,131,2013-09-30,20130930,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
95,DroughtMonitorSite.code.NadmData,130,2013-08-31,20130831,57.33,0.0,0.0,0.0,0.0,42.67,Ciudad De Mexico
96,DroughtMonitorSite.code.NadmData,129,2013-07-31,20130731,74.41,0.0,0.0,0.0,0.0,25.59,Ciudad De Mexico
97,DroughtMonitorSite.code.NadmData,128,2013-06-30,20130630,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
98,DroughtMonitorSite.code.NadmData,127,2013-05-31,20130531,67.21,1.63,0.0,0.0,0.0,31.16,Ciudad De Mexico
99,DroughtMonitorSite.code.NadmData,126,2013-04-30,20130430,77.55,18.26,0.0,0.0,0.0,4.19,Ciudad De Mexico
100,DroughtMonitorSite.code.NadmData,125,2013-03-31,20130331,78.14,18.26,0.0,0.0,0.0,3.6,Ciudad De Mexico
101,DroughtMonitorSite.code.NadmData,124,2013-02-28,20130228,64.26,19.52,0.0,0.0,0.0,16.21,Ciudad De Mexico
102,DroughtMonitorSite.code.NadmData,123,2013-01-31,20130131,34.69,0.0,0.0,0.0,0.0,65.31,Ciudad De Mexico
103,DroughtMonitorSite.code.NadmData,122,2012-12-31,20121231,31.86,0.0,0.0,0.0,0.0,68.14,Ciudad De Mexico
104,DroughtMonitorSite.code.NadmData,121,2012-11-30,20121130,31.86,0.0,0.0,0.0,0.0,68.14,Ciudad De Mexico
105,DroughtMonitorSite.code.NadmData,120,2012-10-31,20121031,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
106,DroughtMonitorSite.code.NadmData,119,2012-09-30,20120930,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
107,DroughtMonitorSite.code.NadmData,118,2012-08-31,20120831,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
108,DroughtMonitorSite.code.NadmData,117,2012-07-31,20120731,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
109,DroughtMonitorSite.code.NadmData,116,2012-06-30,20120630,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
110,DroughtMonitorSite.code.NadmData,115,2012-05-31,20120531,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
111,DroughtMonitorSite.code.NadmData,114,2012-04-30,20120430,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
112,DroughtMonitorSite.code.NadmData,113,2012-03-31,20120331,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
113,DroughtMonitorSite.code.NadmData,112,2012-02-29,20120229,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
114,DroughtMonitorSite.code.NadmData,111,2012-01-31,20120131,40.86,0.0,0.0,0.0,0.0,59.14,Ciudad De Mexico
115,DroughtMonitorSite.code.NadmData,110,2011-12-31,20111231,40.92,0.0,0.0,0.0,0.0,59.08,Ciudad De Mexico
116,DroughtMonitorSite.code.NadmData,109,2011-11-30,20111130,39.11,0.0,0.0,0.0,0.0,60.89,Ciudad De Mexico
117,DroughtMonitorSite.code.NadmData,108,2011-10-31,20111031,40.65,0.0,0.0,0.0,0.0,59.35,Ciudad De Mexico
118,DroughtMonitorSite.code.NadmData,107,2011-09-30,20110930,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
119,DroughtMonitorSite.code.NadmData,106,2011-08-31,20110831,0.0,100.0,0.0,0.0,0.0,0.0,Ciudad De Mexico
120,DroughtMonitorSite.code.NadmData,105,2011-07-31,20110731,0.0,100.0,0.0,0.0,0.0,0.0,Ciudad De Mexico
121,DroughtMonitorSite.code.NadmData,104,2011-06-30,20110630,0.0,0.0,89.11,10.89,0.0,0.0,Ciudad De Mexico
122,DroughtMonitorSite.code.NadmData,103,2011-05-31,20110531,0.0,100.0,0.0,0.0,0.0,0.0,Ciudad De Mexico
123,DroughtMonitorSite.code.NadmData,102,2011-04-30,20110430,0.0,100.0,0.0,0.0,0.0,0.0,Ciudad De Mexico
124,DroughtMonitorSite.code.NadmData,101,2011-03-31,20110331,100.0,0.0,0.0,0.0,0.0,0.0,Ciudad De Mexico
125,DroughtMonitorSite.code.NadmData,100,2011-02-28,20110228,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
126,DroughtMonitorSite.code.NadmData,99,2011-01-31,20110131,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
127,DroughtMonitorSite.code.NadmData,98,2010-12-31,20101231,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
128,DroughtMonitorSite.code.NadmData,97,2010-11-30,20101130,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
129,DroughtMonitorSite.code.NadmData,96,2010-10-31,20101031,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
130,DroughtMonitorSite.code.NadmData,95,2010-09-30,20100930,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
131,DroughtMonitorSite.code.NadmData,94,2010-08-31,20100831,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
132,DroughtMonitorSite.code.NadmData,93,2010-07-31,20100731,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
133,DroughtMonitorSite.code.NadmData,92,2010-06-30,20100630,100.0,0.0,0.0,0.0,0.0,0.0,Ciudad De Mexico
134,DroughtMonitorSite.code.NadmData,91,2010-05-31,20100531,100.0,0.0,0.0,0.0,0.0,0.0,Ciudad De Mexico
135,DroughtMonitorSite.code.NadmData,90,2010-04-30,20100430,100.0,0.0,0.0,0.0,0.0,0.0,Ciudad De Mexico
136,DroughtMonitorSite.code.NadmData,89,2010-03-31,20100331,100.0,0.0,0.0,0.0,0.0,0.0,Ciudad De Mexico
137,DroughtMonitorSite.code.NadmData,88,2010-02-28,20100228,100.0,0.0,0.0,0.0,0.0,0.0,Ciudad De Mexico
138,DroughtMonitorSite.code.NadmData,87,2010-01-31,20100131,66.73,33.27,0.0,0.0,0.0,0.0,Ciudad De Mexico
139,DroughtMonitorSite.code.NadmData,86,2009-12-31,20091231,0.0,100.0,0.0,0.0,0.0,0.0,Ciudad De Mexico
140,DroughtMonitorSite.code.NadmData,85,2009-11-30,20091130,0.0,100.0,0.0,0.0,0.0,0.0,Ciudad De Mexico
141,DroughtMonitorSite.code.NadmData,84,2009-10-31,20091031,0.0,100.0,0.0,0.0,0.0,0.0,Ciudad De Mexico
142,DroughtMonitorSite.code.NadmData,83,2009-09-30,20090930,0.0,100.0,0.0,0.0,0.0,0.0,Ciudad De Mexico
143,DroughtMonitorSite.code.NadmData,82,2009-08-31,20090831,0.0,11.68,88.32,0.0,0.0,0.0,Ciudad De Mexico
144,DroughtMonitorSite.code.NadmData,81,2009-07-31,20090731,0.0,11.68,88.32,0.0,0.0,0.0,Ciudad De Mexico
145,DroughtMonitorSite.code.NadmData,80,2009-06-30,20090630,0.0,15.5,84.5,0.0,0.0,0.0,Ciudad De Mexico
146,DroughtMonitorSite.code.NadmData,79,2009-05-31,20090531,0.0,15.5,84.5,0.0,0.0,0.0,Ciudad De Mexico
147,DroughtMonitorSite.code.NadmData,78,2009-04-30,20090430,0.0,15.5,84.5,0.0,0.0,0.0,Ciudad De Mexico
148,DroughtMonitorSite.code.NadmData,77,2009-03-31,20090331,0.0,15.5,84.5,0.0,0.0,0.0,Ciudad De Mexico
149,DroughtMonitorSite.code.NadmData,76,2009-02-28,20090228,0.0,15.5,84.5,0.0,0.0,0.0,Ciudad De Mexico
150,DroughtMonitorSite.code.NadmData,75,2009-01-31,20090131,0.0,15.5,84.5,0.0,0.0,0.0,Ciudad De Mexico
151,DroughtMonitorSite.code.NadmData,74,2008-12-31,20081231,0.0,97.09,2.91,0.0,0.0,0.0,Ciudad De Mexico
152,DroughtMonitorSite.code.NadmData,73,2008-11-30,20081130,0.0,97.09,2.91,0.0,0.0,0.0,Ciudad De Mexico
153,DroughtMonitorSite.code.NadmData,72,2008-10-31,20081031,60.04,39.96,0.0,0.0,0.0,0.0,Ciudad De Mexico
154,DroughtMonitorSite.code.NadmData,71,2008-09-30,20080930,100.0,0.0,0.0,0.0,0.0,0.0,Ciudad De Mexico
155,DroughtMonitorSite.code.NadmData,70,2008-08-31,20080831,59.44,0.0,0.0,0.0,0.0,40.56,Ciudad De Mexico
156,DroughtMonitorSite.code.NadmData,69,2008-07-31,20080731,49.45,0.0,0.0,0.0,0.0,50.55,Ciudad De Mexico
157,DroughtMonitorSite.code.NadmData,68,2008-06-30,20080630,60.49,39.51,0.0,0.0,0.0,0.0,Ciudad De Mexico
158,DroughtMonitorSite.code.NadmData,67,2008-05-31,20080531,53.58,46.42,0.0,0.0,0.0,0.0,Ciudad De Mexico
159,DroughtMonitorSite.code.NadmData,66,2008-04-30,20080430,89.44,10.56,0.0,0.0,0.0,0.0,Ciudad De Mexico
160,DroughtMonitorSite.code.NadmData,65,2008-03-31,20080331,100.0,0.0,0.0,0.0,0.0,0.0,Ciudad De Mexico
161,DroughtMonitorSite.code.NadmData,64,2008-02-29,20080229,2.77,0.0,0.0,0.0,0.0,97.23,Ciudad De Mexico
162,DroughtMonitorSite.code.NadmData,63,2008-01-31,20080131,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
163,DroughtMonitorSite.code.NadmData,62,2007-12-31,20071231,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
164,DroughtMonitorSite.code.NadmData,61,2007-11-30,20071130,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
165,DroughtMonitorSite.code.NadmData,60,2007-10-31,20071031,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
166,DroughtMonitorSite.code.NadmData,59,2007-09-30,20070930,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
167,DroughtMonitorSite.code.NadmData,58,2007-08-31,20070831,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
168,DroughtMonitorSite.code.NadmData,57,2007-07-31,20070731,100.0,0.0,0.0,0.0,0.0,0.0,Ciudad De Mexico
169,DroughtMonitorSite.code.NadmData,56,2007-06-30,20070630,0.0,33.0,67.0,0.0,0.0,0.0,Ciudad De Mexico
170,DroughtMonitorSite.code.NadmData,55,2007-05-31,20070531,24.3,0.0,0.0,0.0,0.0,75.7,Ciudad De Mexico
171,DroughtMonitorSite.code.NadmData,54,2007-04-30,20070430,7.86,0.0,0.0,0.0,0.0,92.14,Ciudad De Mexico
172,DroughtMonitorSite.code.NadmData,53,2007-03-31,20070331,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
173,DroughtMonitorSite.code.NadmData,52,2007-02-28,20070228,26.45,5.38,0.0,0.0,0.0,68.17,Ciudad De Mexico
174,DroughtMonitorSite.code.NadmData,51,2007-01-31,20070131,4.55,0.0,0.0,0.0,0.0,95.45,Ciudad De Mexico
175,DroughtMonitorSite.code.NadmData,50,2006-12-31,20061231,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
176,DroughtMonitorSite.code.NadmData,49,2006-11-30,20061130,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
177,DroughtMonitorSite.code.NadmData,48,2006-10-31,20061031,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
178,DroughtMonitorSite.code.NadmData,47,2006-09-30,20060930,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
179,DroughtMonitorSite.code.NadmData,46,2006-08-31,20060831,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
180,DroughtMonitorSite.code.NadmData,45,2006-07-31,20060731,100.0,0.0,0.0,0.0,0.0,0.0,Ciudad De Mexico
181,DroughtMonitorSite.code.NadmData,44,2006-06-30,20060630,100.0,0.0,0.0,0.0,0.0,0.0,Ciudad De Mexico
182,DroughtMonitorSite.code.NadmData,43,2006-05-31,20060531,100.0,0.0,0.0,0.0,0.0,0.0,Ciudad De Mexico
183,DroughtMonitorSite.code.NadmData,42,2006-04-30,20060430,0.0,100.0,0.0,0.0,0.0,0.0,Ciudad De Mexico
184,DroughtMonitorSite.code.NadmData,41,2006-03-31,20060331,0.0,0.0,100.0,0.0,0.0,0.0,Ciudad De Mexico
185,DroughtMonitorSite.code.NadmData,40,2006-02-28,20060228,0.0,100.0,0.0,0.0,0.0,0.0,Ciudad De Mexico
186,DroughtMonitorSite.code.NadmData,39,2006-01-31,20060131,100.0,0.0,0.0,0.0,0.0,0.0,Ciudad De Mexico
187,DroughtMonitorSite.code.NadmData,38,2005-12-31,20051231,100.0,0.0,0.0,0.0,0.0,0.0,Ciudad De Mexico
188,DroughtMonitorSite.code.NadmData,37,2005-11-30,20051130,100.0,0.0,0.0,0.0,0.0,0.0,Ciudad De Mexico
189,DroughtMonitorSite.code.NadmData,36,2005-10-31,20051031,74.06,0.0,0.0,0.0,0.0,25.94,Ciudad De Mexico
190,DroughtMonitorSite.code.NadmData,35,2005-09-30,20050930,100.0,0.0,0.0,0.0,0.0,0.0,Ciudad De Mexico
191,DroughtMonitorSite.code.NadmData,34,2005-08-31,20050831,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
192,DroughtMonitorSite.code.NadmData,33,2005-07-31,20050731,10.34,0.0,0.0,0.0,0.0,89.66,Ciudad De Mexico
193,DroughtMonitorSite.code.NadmData,32,2005-06-30,20050630,99.38,0.0,0.0,0.0,0.0,0.62,Ciudad De Mexico
194,DroughtMonitorSite.code.NadmData,31,2005-05-31,20050531,42.84,0.0,0.0,0.0,0.0,57.16,Ciudad De Mexico
195,DroughtMonitorSite.code.NadmData,30,2005-04-30,20050430,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
196,DroughtMonitorSite.code.NadmData,29,2005-03-31,20050331,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
197,DroughtMonitorSite.code.NadmData,28,2005-02-28,20050228,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
198,DroughtMonitorSite.code.NadmData,27,2005-01-31,20050131,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
199,DroughtMonitorSite.code.NadmData,26,2004-12-31,20041231,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
200,DroughtMonitorSite.code.NadmData,25,2004-11-30,20041130,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
201,DroughtMonitorSite.code.NadmData,24,2004-10-31,20041031,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
202,DroughtMonitorSite.code.NadmData,23,2004-09-30,20040930,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
203,DroughtMonitorSite.code.NadmData,22,2004-08-31,20040831,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
204,DroughtMonitorSite.code.NadmData,21,2004-07-31,20040731,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
205,DroughtMonitorSite.code.NadmData,20,2004-06-30,20040630,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
206,DroughtMonitorSite.code.NadmData,19,2004-05-31,20040531,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
207,DroughtMonitorSite.code.NadmData,18,2004-04-30,20040430,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
208,DroughtMonitorSite.code.NadmData,17,2004-03-31,20040331,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
209,DroughtMonitorSite.code.NadmData,16,2004-02-29,20040229,0.0,0.0,0.0,0.0,0.0,0.0,Ciudad De Mexico
210,DroughtMonitorSite.code.NadmData,15,2004-01-31,20040131,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
211,DroughtMonitorSite.code.NadmData,14,2003-12-31,20031231,0.0,0.0,0.0,0.0,0.0,0.0,Ciudad De Mexico
212,DroughtMonitorSite.code.NadmData,13,2003-11-30,20031130,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
213,DroughtMonitorSite.code.NadmData,12,2003-10-31,20031031,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
214,DroughtMonitorSite.code.NadmData,11,2003-09-30,20030930,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
215,DroughtMonitorSite.code.NadmData,10,2003-08-31,20030831,0.0,0.0,0.0,0.0,0.0,0.0,Ciudad De Mexico
216,DroughtMonitorSite.code.NadmData,9,2003-07-31,20030731,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
217,DroughtMonitorSite.code.NadmData,8,2003-06-30,20030630,0.0,0.0,0.0,0.0,0.0,100.0,Ciudad De Mexico
218,DroughtMonitorSite.code.NadmData,7,2003-05-31,20030531,100.0,0.0,0.0,0.0,0.0,0.0,Ciudad De Mexico
219,DroughtMonitorSite.code.NadmData,6,2003-04-30,20030430,100.0,0.0,0.0,0.0,0.0,0.0,Ciudad De Mexico
220,DroughtMonitorSite.code.NadmData,5,2003-03-31,20030331,100.0,0.0,0.0,0.0,0.0,0.0,Ciudad De Mexico
221,DroughtMonitorSite.code.NadmData,4,2003-02-28,20030228,100.0,0.0,0.0,0.0,0.0,0.0,Ciudad De Mexico
222,DroughtMonitorSite.code.NadmData,3,2003-01-31,20030131,100.0,0.0,0.0,0.0,0.0,0.0,Ciudad De Mexico
223,DroughtMonitorSite.code.NadmData,2,2002-12-31,20021231,100.0,0.0,0.0,0.0,0.0,0.0,Ciudad De Mexico
224,DroughtMonitorSite.code.NadmData,1,2002-11-30,20021130,100.0,0.0,0.0,0.0,0.0,0.0,Ciudad De Mexico
0,DroughtMonitorSite.code.NadmData,225,2021-07-31,20210731,11.34,14.59,24.52,12.42,0.0,37.12,Durango
1,DroughtMonitorSite.code.NadmData,224,2021-06-30,20210630,7.63,14.61,27.69,30.04,0.0,20.04,Durango
2,DroughtMonitorSite.code.NadmData,223,2021-05-31,20210531,0.0,0.0,42.01,57.99,0.0,0.0,Durango
3,DroughtMonitorSite.code.NadmData,222,2021-04-30,20210430,0.0,0.0,53.31,46.69,0.0,0.0,Durango
4,DroughtMonitorSite.code.NadmData,221,2021-03-31,20210331,0.0,1.97,62.88,35.15,0.0,0.0,Durango
5,DroughtMonitorSite.code.NadmData,220,2021-02-28,20210228,0.0,34.09,62.02,3.89,0.0,0.0,Durango
6,DroughtMonitorSite.code.NadmData,219,2021-01-31,20210131,4.54,46.43,48.84,0.19,0.0,0.0,Durango
7,DroughtMonitorSite.code.NadmData,218,2020-12-31,20201231,30.01,47.47,22.52,0.0,0.0,0.0,Durango
8,DroughtMonitorSite.code.NadmData,217,2020-11-30,20201130,41.52,30.04,14.02,0.0,0.0,14.42,Durango
9,DroughtMonitorSite.code.NadmData,216,2020-10-31,20201031,40.44,25.05,8.77,0.0,0.0,25.74,Durango
10,DroughtMonitorSite.code.NadmData,215,2020-09-30,20200930,32.53,22.21,8.77,0.0,0.0,36.49,Durango
11,DroughtMonitorSite.code.NadmData,214,2020-08-31,20200831,22.26,29.71,21.84,0.0,0.0,26.18,Durango
12,DroughtMonitorSite.code.NadmData,213,2020-07-31,20200731,30.0,25.55,8.54,0.0,0.0,35.91,Durango
13,DroughtMonitorSite.code.NadmData,212,2020-06-30,20200630,37.27,37.25,14.63,0.0,0.0,10.85,Durango
14,DroughtMonitorSite.code.NadmData,211,2020-05-31,20200531,59.96,11.75,0.0,0.0,0.0,28.29,Durango
15,DroughtMonitorSite.code.NadmData,210,2020-04-30,20200430,38.53,0.0,0.0,0.0,0.0,61.47,Durango
16,DroughtMonitorSite.code.NadmData,209,2020-03-31,20200331,28.26,0.0,0.0,0.0,0.0,71.74,Durango
17,DroughtMonitorSite.code.NadmData,208,2020-02-29,20200229,12.91,0.0,0.0,0.0,0.0,87.09,Durango
18,DroughtMonitorSite.code.NadmData,207,2020-01-31,20200131,5.66,0.0,0.0,0.0,0.0,94.34,Durango
19,DroughtMonitorSite.code.NadmData,206,2019-12-31,20191231,11.28,1.96,0.0,0.0,0.0,86.76,Durango
20,DroughtMonitorSite.code.NadmData,205,2019-11-30,20191130,22.24,6.64,0.0,0.0,0.0,71.12,Durango
